,Title,Published_date,Views,Likes,Comments,Month
2034,"Power, RMS & Average Values of Standard Signals",2017-07-24,88681,938,33,Jul
2035,Pushdown Automata (Formal Definition),2017-07-23,750159,7112,71,Jul
2036,Power of CT Signals (Solved Problems) | Part 3,2017-07-22,74316,677,37,Jul
2037,Power of CT Signals (Solved Problems) | Part 2,2017-07-22,85355,687,55,Jul
2038,Pushdown Automata (Introduction),2017-07-22,1057995,10141,91,Jul
2039,Power of CT Signals (Solved Problems) | Part 1,2017-07-21,143904,1139,84,Jul
2040,Power Signals,2017-07-21,189501,1688,114,Jul
2041,Pumping Lemma (For Context Free Languages) - Examples (Part 2),2017-07-21,320012,3115,137,Jul
2042,Energy of CT Signals (Solved Problems) | Part 3,2017-07-20,102034,890,36,Jul
2043,Energy of CT Signals (Solved Problems) | Part 2,2017-07-20,123409,1101,44,Jul
2044,Energy of CT Signals (Solved Problems) | Part 1,2017-07-19,208836,1799,54,Jul
2045,Energy Signals,2017-07-19,258960,2385,50,Jul
2046,Energy and Power of Continuous Time Signals,2017-07-18,228935,2100,48,Jul
2047,Average Value of Continuous Time Signals (Solved Problems) | Part 3,2017-07-18,56566,564,28,Jul
2048,Average Value of Continuous-Time Signals (Solved Problems) | Part 2,2017-07-13,63573,619,135,Jul
2049,Average Value of Continuous-Time Signals (Solved Problems) | Part 1,2017-07-13,70021,584,73,Jul
2050,Average Value of Continuous-Time Signals,2017-07-12,93912,896,36,Jul
2051,Half Wave Symmetric Signals (Solved Problems),2017-07-12,74726,697,127,Jul
2052,Area of Continuous-Time Signals,2017-07-12,80834,741,35,Jul
2053,Effect of Amplitude Reversal on Fundamental Time Period,2017-07-10,66471,598,21,Jul
2054,Effect of Amplitude-Scaling on Fundamental Time Period,2017-07-07,66920,539,3,Jul
2055,Effect of Amplitude-Shifting on Fundamental Time Period,2017-07-07,73768,632,8,Jul
2056,Effect of Time-Reversal and Phase Shift on Fundamental Time Period,2017-07-06,85448,826,17,Jul
2057,Effect of Time-Shifting & Time-Scaling on Fundamental Time Period,2017-07-06,136606,1120,19,Jul
2058,Periodic and Non-Periodic Signals (Important Point),2017-07-04,203709,1727,24,Jul
2059,Multiple Transformations of CTS (Solved Problem 2),2017-07-04,163450,1529,91,Jul
2060,Multiple Transformations of CTS (Important Point & Shortcut),2017-06-30,207188,2260,67,Jun
2061,Even and Odd Signals (Solved Problem 4),2017-06-28,153810,1361,75,Jun
2062,Even and Odd Signals (Solved Problem 3),2017-06-27,203251,1895,90,Jun
2063,Pumping Lemma (For Context Free Languages) - Examples (Part 1),2017-06-26,564874,5705,130,Jun
2064,Pumping Lemma (For Context Free Languages),2017-06-22,644153,5790,81,Jun
2065,Remainder Theorem (Special Problems) | Part 2,2017-06-20,4078,69,33,Jun
2066,Remainder Theorem (Special Problems) | Part 1,2017-06-19,4188,42,12,Jun
2067,Remainder Theorem (An Important Point),2017-06-19,3683,56,11,Jun
2068,CFG to GNF Conversion (Removal of Left Recursion),2017-06-18,670468,7323,285,Jun
2069,Remainder Theorem (Dealing with Large Powers),2017-06-18,31241,360,47,Jun
2070,Greibach Normal Form & CFG to GNF Conversion,2017-06-17,885512,7649,176,Jun
2071,NFA to Regular Expression Conversion,2017-06-17,883803,8114,171,Jun
2072,Remainder Theorem (Using Negative Remainders),2017-06-02,9973,115,19,Jun
2073,Remainder Theorem,2017-06-01,8818,93,17,Jun
2074,Cyclicity of Unit Digit (Part 4),2017-06-01,4148,51,17,Jun
2075,Generating Power Stations (Introduction),2017-05-30,20509,208,152,May
2076,Economic Load Dispatch (Solved Problem 4),2017-05-23,22020,181,18,May
2077,Economic Load Dispatch (Solved Problem 3),2017-05-21,23820,158,29,May
2078,Economic Load Dispatch (Solved Problem 2),2017-05-10,26244,193,15,May
2079,Economic Load Dispatch (Solved Problem 1),2017-05-10,49087,366,18,May
2080,Economic Load Dispatch,2017-05-09,79960,892,26,May
2081,Methods to improve Load Factor and Diversity Factor,2017-05-08,17984,161,18,May
2082,Importance of high Load factor & Diversity Factor,2017-04-27,35990,380,22,Apr
2083,Economic Factors (Solved Problem 4),2017-04-26,15260,126,10,Apr
2084,Economic Factors (Solved Problem 3),2017-04-25,13942,99,4,Apr
2085,Economic Factors (Solved Problem 2),2017-04-24,16610,133,14,Apr
2086,Messages from our students,2017-04-19,105731,343,66,Apr
2087,Conversion of CFG to Chomsky Normal Form,2017-04-06,1049154,11425,311,Apr
2088,Chomsky Normal Form & CFG to CNF Conversion,2017-04-05,924879,7538,76,Apr
2089,Simplification of CFG (Removal of Null Productions),2017-04-04,645567,6915,103,Apr
2090,Simplification of CFG (Removal of Unit Productions),2017-04-03,677559,6450,98,Apr
2091,Simplification of CFG (Reduction of CFG),2017-03-31,958955,8413,202,Mar
2092,Ambiguous Grammar,2017-03-30,822552,7803,112,Mar
2093,Derivation Tree (Left & Right Derivation Trees),2017-03-29,929479,9965,160,Mar
2094,Method to find whether a string belong to a Grammar or not,2017-03-28,420103,4275,96,Mar
2095,Context Free Grammar & Context Free Language,2017-03-26,1306477,12019,208,Mar
2096,Derivations from a Grammar,2017-03-25,663059,6914,184,Mar
2097,Regular Grammar,2017-03-24,778555,8488,109,Mar
2098,Pumping Lemma (For Regular Languages) | Example 2,2017-03-23,667609,6424,255,Mar
2099,Pumping Lemma (For Regular Languages) | Example 1,2017-03-22,1184607,12153,369,Mar
2100,Pumping Lemma (For Regular Languages),2017-03-21,1264124,12118,185,Mar
2101,Equivalence of Two Finite Automata (Example),2017-03-20,285725,2792,50,Mar
2102,Equivalence of Two Finite Automata,2017-03-19,497379,5263,105,Mar
2103,Conversion of Regular Expression to Finite Automata - Examples (Part 3),2017-03-18,520694,5306,101,Mar
2104,Conversion of Regular Expression to Finite Automata - Examples (Part 2),2017-02-23,648772,6036,190,Feb
2105,Conversion of Regular Expression to Finite Automata - Examples (Part 1),2017-02-22,1218358,10754,171,Feb
2106,Conversion of Regular Expression to Finite Automata,2017-02-21,571986,5612,49,Feb
2107,DFA to Regular Expression Conversion (when the DFA has Multiple Final States),2017-02-12,535629,4968,81,Feb
2108,DFA to Regular Expression Conversion,2017-02-11,1077760,8896,133,Feb
2109,Designing Regular Expressions,2017-02-09,685199,6068,98,Feb
2110,An Example Proof using Identities of Regular Expressions,2017-02-08,501566,4189,90,Feb
2111,Arden’s Theorem,2017-02-07,724266,6681,109,Feb
2112,Economic Factors (Solved Problem 1),2017-02-06,35585,334,27,Feb
2113,Identities of Regular Expression,2017-02-06,639054,5324,109,Feb
2114,Regular Expression - Examples,2017-02-05,737804,6661,107,Feb
2115,Regular Expression,2017-02-04,947376,8873,69,Feb
2116,Conversion of Epsilon NFA to NFA - Examples (Part 2),2017-02-03,295009,2596,186,Feb
2117,Conversion of Epsilon NFA to NFA - Examples (Part 1),2017-02-02,438013,3585,64,Feb
2118,"Cold Reserve, Hot Reserve, Spinning Reserve & Firm Power",2017-02-02,33273,419,21,Feb
2119,Diversity Factor,2017-02-01,80146,598,22,Feb
2120,Conversion of Epsilon NFA to NFA,2017-02-01,1007231,9727,161,Feb
2121,Demand Factor,2017-02-01,60082,426,24,Feb
2122,Reserve Capacity,2017-01-31,26797,230,13,Jan
2123,Epsilon NFA,2017-01-31,614760,5722,71,Jan
2124,Utilization Factor,2017-01-31,42367,279,7,Jan
2125,Plant Usage Factor (PUF),2017-01-30,31214,272,20,Jan
2126,Conversion of Mealy Machine to Moore Machine (Using Transition Table),2017-01-30,605768,6727,120,Jan
2127,Conversion of Mealy Machine to Moore Machine (Example 2),2017-01-29,199481,1799,18,Jan
2128,Plant Capacity Factor (PCF),2017-01-28,48777,375,15,Jan
2129,Average Load (Pavg),2017-01-27,39976,317,13,Jan
2130,Plant Load Factor (PLF),2017-01-27,58274,419,25,Jan
2131,Conversion of Mealy Machine to Moore Machine (Example 1),2017-01-27,261933,2350,42,Jan
2132,Conversion of Mealy Machine to Moore Machine,2017-01-26,538666,5579,110,Jan
2133,Base Load & Peak Load Plants,2017-01-26,70428,815,43,Jan
2134,Load Curve,2017-01-25,96874,1010,32,Jan
2135,Conversion of Moore Machine to Mealy Machine (Example 2),2017-01-25,280940,2601,21,Jan
2136,Power Cut due to Short Circuit,2017-01-25,46041,565,67,Jan
2137,AC Power Supply System,2017-01-24,131253,1723,140,Jan
2138,Conversion of Moore Machine to Mealy Machine (Example 1),2017-01-24,268298,2205,17,Jan
2139,Introduction to Power System,2017-01-23,246132,1868,151,Jan
2140,Conversion of Moore Machine to Mealy Machine,2017-01-23,593638,5611,74,Jan
2141,Construction of Moore Machine (Example 2),2017-01-21,334161,2929,32,Jan
2142,Introduction to Enhancement-Type MOSFET Biasing,2017-01-21,93569,797,333,Jan
2143,Construction of Moore Machine (Example 1),2017-01-20,457298,4161,68,Jan
2144,Depletion-Type MOSFET Biasing (Solved Problem),2017-01-19,41817,282,29,Jan
2145,Voltage-Divider Bias Configuration of Depletion-Type MOSFET,2017-01-18,57960,372,24,Jan
2146,Construction of Moore Machine,2017-01-18,628135,5600,83,Jan
2147,Construction of Mealy Machine (Example 2),2017-01-17,402218,4246,78,Jan
2148,Depletion-Type MOSFET Biasing (Special Case),2017-01-17,34237,212,10,Jan
2149,Self-Bias Configuration of Depletion-Type MOSFET,2017-01-16,56103,357,49,Jan
2150,Construction of Mealy Machine (Example 1),2017-01-16,516494,4148,92,Jan
2151,Construction of Mealy Machine,2017-01-14,798795,6625,114,Jan
2152,Finite Automata With Outputs,2017-01-13,456480,4779,86,Jan
2153,Introduction to Depletion-Type MOSFET Biasing,2017-01-13,70355,492,11,Jan
2154,Myhill Nerode Theorem - Table Filling Method (Example),2017-01-11,480194,4839,101,Jan
2155,JFET Biasing (Special Case),2017-01-10,38520,318,20,Jan
2156,Myhill Nerode Theorem - Table Filling Method,2017-01-10,1017192,11716,278,Jan
2157,Minimization of DFA (With Unreachable States),2017-01-09,373098,3984,85,Jan
2158,Common-Gate Configuration of JFET,2017-01-09,74255,568,20,Jan
2159,Minimization of DFA (With Multiple Final States),2017-01-08,489498,4948,94,Jan
2160,Minimization of DFA (Example 2),2017-01-06,779877,7548,265,Jan
2161,Voltage-Divider Bias Configuration of JFET,2017-01-06,139233,1253,48,Jan
2162,Self-Bias Configuration of JFET (Graphical Approach),2017-01-04,107069,984,60,Jan
2163,Minimization of DFA (Example 1),2017-01-04,1603567,17701,345,Jan
2164,Self-Bias Configuration of JFET (Mathematical Approach),2017-01-04,165021,1417,48,Jan
2165,Minimization of Deterministic Finite Automata (DFA),2017-01-03,695735,6877,86,Jan
2166,Conversion of NFA to DFA (Example 4),2017-01-02,579139,5746,160,Jan
2167,Fixed-Bias Configuration of JFET (Solved Problem),2017-01-01,78142,700,25,Jan
2168,Conversion of NFA to DFA (Example 3),2017-01-01,624709,5317,155,Jan
2169,Conversion of NFA to DFA (Example 2),2016-12-31,941882,9516,853,Dec
2170,Conversion of NFA to DFA (Example 1),2016-12-30,937504,8932,147,Dec
2171,Fixed-Bias Configuration of JFET (Graphical Approach),2016-12-30,98807,861,22,Dec
2172,MOSFET Solved Problems (Part 2),2016-12-29,97121,680,67,Dec
2173,Drain Characteristics of Enhancement-Type MOSFET,2016-12-29,350811,2599,74,Dec
2174,Conversion of NFA to DFA,2016-12-29,1465006,14356,302,Dec
2175,Fixed-Bias Configuration of JFET (Mathematical Approach),2016-12-29,171392,1498,47,Dec
2176,Non-Deterministic Finite Automata (Solved Example 3),2016-12-28,593715,6814,577,Dec
2177,Introduction to FET Biasing,2016-12-28,158163,1319,29,Dec
2178,Non-Deterministic Finite Automata (Solved Example 2),2016-12-27,618489,6207,95,Dec
2179,MOSFET Solved Problems (Part 1),2016-12-27,150758,1099,36,Dec
2180,Non-Deterministic Finite Automata (Solved Example 1),2016-12-26,792284,7877,97,Dec
2181,Drain & Transfer Characteristics of Depletion-Type MOSFET,2016-12-26,185426,1815,70,Dec
2182,Working of Depletion-Type MOSFET,2016-12-25,340418,2954,114,Dec
2183,Formal Definition of Non-Deterministic Finite Automata (NFA),2016-12-25,755931,8613,188,Dec
2184,Construction of Depletion-Type MOSFET,2016-12-25,236482,1883,36,Dec
2185,Share your story with Neso Academy,2016-12-24,21959,56,20,Dec
2186,Non-Deterministic Finite Automata,2016-12-24,940213,10586,213,Dec
2187,Finite State Machine (Finite Automata),2016-12-23,1890743,21308,416,Dec
2188,Operations on Regular Languages,2016-12-23,702147,7429,131,Dec
2189,Transfer Characteristics & Symbols of Enhancement Type MOSFETs,2016-12-22,300352,2631,113,Dec
2190,Regular Languages,2016-12-22,910950,9366,141,Dec
2191,Deterministic Finite Automata (Example 4),2016-12-21,792931,8860,242,Dec
2192,Deterministic Finite Automata (Example 3),2016-12-20,1009823,13960,602,Dec
2193,Deterministic Finite Automata (Example 2),2016-12-19,1099865,12131,340,Dec
2194,Deterministic Finite Automata (Example 1),2016-12-18,1747586,20434,313,Dec
2195,Construction & Working of Enhancement-Type MOSFET (Part 2),2016-12-17,632605,5584,179,Dec
2196,Finite State Machine (Prerequisites),2016-12-16,1207747,13279,226,Dec
2197,Introduction to Theory of Computation,2016-12-15,3171739,20415,539,Dec
2198,IMPORTANT ANNOUNCEMENTS!,2016-12-14,4184,94,38,Dec
2199,Construction & Working of Enhancement-Type MOSFET (Part 1),2016-12-13,1236059,11548,314,Dec
2200,JFET Solved Problems (Part 2),2016-12-11,128271,1236,160,Dec
2201,JFET Solved Problems (Part 1),2016-12-05,173009,1470,35,Dec
2202,BJT Vs JFET,2016-12-03,234134,2771,194,Dec
2203,Transfer Characteristics of JFET,2016-12-02,281015,2815,87,Dec
2204,JFET as Voltage-Controlled Resistor,2016-11-30,188174,1847,60,Nov
2205,Output or Drain Characteristics of JFET,2016-11-28,410995,4236,297,Nov
2206,Working of JFET (Negative Voltage at the Gate),2016-11-25,345579,3217,85,Nov
2207,JFET as a Current Source,2016-11-24,228258,2436,68,Nov
2208,Pinch-off Voltage,2016-11-23,503537,5372,333,Nov
2209,Working of JFET (Zero Voltage at the Gate),2016-11-21,619711,6260,172,Nov
2210,Construction and Working of JFET,2016-11-20,1208631,12952,354,Nov
2211,How to test Diodes Using a Digital Multimeter,2016-11-18,330478,1517,47,Nov
2212,Introduction to Field-Effect Transistors (FETs),2016-11-18,766355,8327,207,Nov
2213,GATE Solved Problems (2011) | Sequential Circuits | Digital Electronics,2016-11-11,62118,637,27,Nov
2214,Hybrid-π Model (Solved Problem),2016-11-10,161975,1459,73,Nov
2215,Hybrid-π Model,2016-11-09,382624,3386,79,Nov
2216,Conversion of h-Parameters,2016-11-08,123897,945,61,Nov
2217,Approximate Hybrid Equivalent Model,2016-11-05,151694,1039,40,Nov
2218,DC Analysis of Darlington Circuit,2016-11-04,109997,840,37,Nov
2219,Touch Sensor Using Darlington Pair,2016-11-03,65934,746,73,Nov
2220,Darlington Pair,2016-11-02,264511,2788,85,Nov
2221,Cascaded Systems (Solved Problem),2016-11-01,86695,631,68,Nov
2222,Cascaded Systems,2016-11-01,201251,1584,42,Nov
2223,Two-Port Systems Approach (Solved Problem),2016-10-28,27986,162,35,Oct
2224,Realizing Full Subtractor using NAND Gates only (Part 2),2016-10-26,221896,1656,33,Oct
2225,Realizing Full Subtractor using NAND Gates only (Part 1),2016-10-26,280504,1960,23,Oct
2226,Two-Port Systems Approach (with Source and Load Resistances),2016-10-22,27119,150,21,Oct
2227,Two-Port Systems Approach (with Source Resistance),2016-10-22,25910,149,7,Oct
2228,Two-Port Systems Approach (with Load Resistance),2016-10-21,38076,194,28,Oct
2229,Two-Port Systems Approach,2016-10-20,79607,455,20,Oct
2230,Emitter-Follower Configuration (Part 2),2016-10-18,122673,919,80,Oct
2231,Emitter-Follower Configuration (Part 1),2016-10-17,212158,1443,64,Oct
2232,re Model (Solved Problem 2),2016-10-15,124590,1019,90,Oct
2233,re Model (Voltage-Divider Bias),2016-10-10,125771,969,51,Oct
2234,Our Website (nesoacademy.org),2016-10-04,27141,44,7,Oct
2235,Exponential Signals (Real and Complex),2016-09-03,114489,1402,122,Sep
2236,Sampling Property of Unit Impulse Signal,2016-08-31,86690,753,26,Aug
2237,Sinc Function,2016-08-28,160170,1337,52,Aug
2238,Unit Triangular Function,2016-08-27,84905,524,44,Aug
2239,Unit Rectangular Function,2016-08-27,124174,794,93,Aug
2240,Signum Function,2016-08-26,140482,1429,147,Aug
2241,Relation between Unit Impulse and Unit Step Signals,2016-08-25,107771,960,25,Aug
2242,Unit Parabolic Signal,2016-08-25,64110,505,65,Aug
2243,Unit Ramp Signal,2016-08-24,166246,1283,48,Aug
2244,Unit Step Signal,2016-08-24,216909,2004,69,Aug
2245,Unit Impulse Signal,2016-08-21,277929,2559,67,Aug
2246,Orthogonal Signals (Solved Problems 3),2016-08-21,51009,368,23,Aug
2247,Orthogonal Signals (Solved Problems 2),2016-08-19,50862,388,36,Aug
2248,Orthogonal Signals (Solved Problems 1),2016-08-19,74917,511,21,Aug
2249,Orthogonal Signals,2016-08-19,188048,1722,50,Aug
2250,Energy and Power of Discrete-Time Signals,2016-08-17,162067,1162,43,Aug
2251,Amplitude Shifting of Continuous-Time Signals,2016-08-17,225687,1555,19,Aug
2252,Amplitude Scaling of Continuous-Time Signals,2016-08-16,306726,2298,71,Aug
2253,Time Scaling of Continuous-Time Signals,2016-08-16,489723,3692,101,Aug
2254,Half-Wave Symmetric Signals,2016-08-08,115904,905,17,Aug
2255,Common-Emitter Transistor (Input Characteristics),2016-08-08,660622,4769,155,Aug
2256,Diode Rectifier Circuits (Numerical Problem),2016-08-07,267871,2741,83,Aug
2257,Conjugate Antisymmetric Signals,2016-08-05,89768,663,23,Aug
2258,Conjugate Symmetric Signals,2016-08-05,146106,1138,28,Aug
2259,Periodic and Non-Periodic Signals (Solved Problems),2016-08-04,473048,3498,158,Aug
2260,Calculation of Fundamental Period,2016-08-03,319031,2101,38,Aug
2261,Periodic and Non-Periodic Signals,2016-08-03,460903,3808,108,Aug
2262,Even and Odd Signals (Solved Problem 2),2016-08-02,188484,1468,43,Aug
2263,Even and Odd Signals (Solved Problem 1),2016-08-01,246774,1852,43,Aug
2264,Properties of Even and Odd Signals,2016-07-29,227350,2062,83,Jul
2265,Even and Odd Components of a Signal,2016-07-29,238833,1757,20,Jul
2266,Even and Odd Signals,2016-07-28,390357,3185,77,Jul
2267,Multiple Transformations of CTS (Solved Problem 1),2016-07-28,184776,1373,50,Jul
2268,Multiple Transformations of Continuous-Time Signals,2016-07-27,240232,1799,41,Jul
2269,Reversal of Continuous-Time Signals,2016-07-27,238121,2034,37,Jul
2270,Time Shifting of Continuous-Time Signals,2016-07-26,346013,2962,93,Jul
2271,Continuous and Discrete Time Signals,2016-07-23,885153,7709,233,Jul
2272,Multiplication of Continuous-Time Signals,2016-07-19,370181,2566,55,Jul
2273,Addition of Continuous-Time Signals,2016-07-19,484330,3778,103,Jul
2274,Introduction to Signals and Systems,2016-07-18,2080274,12544,634,Jul
2275,re Model (Solved Problem 1),2016-07-15,139547,975,125,Jul
2276,re Model (Fixed-Bias Configuration) | Part 3,2016-07-14,95607,579,17,Jul
2277,re Model (Fixed-Bias Configuration) | Part 2,2016-07-14,122039,700,40,Jul
2278,re Transistor Model (Part 1),2016-07-14,387304,2605,110,Jul
2279,re Model (Fixed-Bias Configuration) | Part 1,2016-07-12,188738,1235,28,Jul
2280,re Transistor Model (Part 2),2016-07-12,213448,1118,44,Jul
2281,Analysis of Transistor Amplifier Using h-Parameters (Part 3),2016-07-09,186194,1217,52,Jul
2282,Analysis of Transistor Amplifier Using h-Parameters (Part 2),2016-07-08,237830,1522,47,Jul
2283,Analysis of Transistor Amplifier Using h-Parameters (Part 1),2016-07-08,480702,3445,61,Jul
2284,Hybrid Model (Equivalent Circuit),2016-07-07,385516,3009,131,Jul
2285,Hybrid Model (Calculation of h-Parameters),2016-07-07,513612,4064,203,Jul
2286,AC Equivalent Circuit of BJT Amplifier,2016-07-04,425882,3506,89,Jul
2287,Small Signal Analysis of BJT,2016-07-02,716644,5849,134,Jul
2288,Transistor Saturation,2016-07-02,254889,1867,73,Jul
2289,Stability Factor for Voltage Divider Bias,2016-07-01,134119,1109,19,Jul
2290,Stability Factor for Collector Feedback Biasing,2016-06-30,116119,767,17,Jun
2291,Stability Factor for Emitter-Bias Configuration,2016-06-24,159995,1121,38,Jun
2292,Stability Factor for Fixed-Bias Configuration,2016-06-23,221390,1745,71,Jun
2293,Bias Stabilization and Stability Factors,2016-06-22,294136,2617,154,Jun
2294,Thermal Runaway in Transistors,2016-06-21,225751,2320,40,Jun
2295,Voltage Divider Bias (Solved Problem),2016-06-20,300954,2836,115,Jun
2296,Voltage Divider Bias,2016-06-19,668137,6851,217,Jun
2297,Collector Feedback Bias with Emitter Resistance,2016-06-18,185961,1461,35,Jun
2298,Collector Feedback Biasing (Solved Problem),2016-06-18,165160,1298,49,Jun
2299,Collector Feedback Biasing,2016-06-17,348947,2999,147,Jun
2300,Emitter-Bias Configuration (Solved Problem),2016-06-17,302582,2769,64,Jun
2301,Emitter-Bias Configuration,2016-06-16,463687,4103,113,Jun
2302,Fixed-Bias Configuration (Solved Problem),2016-06-16,255121,2118,48,Jun
2303,Fixed-Bias Configuration of a Transistor,2016-06-15,660561,6533,228,Jun
2304,"DC Biasing, Load Line & Operating Point of Transistors",2016-06-14,986887,9736,267,Jun
2305,"Relation between α , β and γ",2016-06-11,404453,3233,50,Jun
2306,Common-Collector Configuration of a Transistor,2016-06-11,497221,3340,142,Jun
2307,Common-Emitter Transistor (Output Characteristics),2016-06-10,503331,3927,123,Jun
2308,Common-Emitter Configuration of a Transistor,2016-06-08,961356,8020,286,Jun
2309,Transistor Amplifying Action,2016-06-07,400139,3200,209,Jun
2310,CB Transistor (Output Characteristics),2016-06-07,568128,4558,247,Jun
2311,CB Transistor (Input Characteristics & Early Effect),2016-06-06,861486,7203,241,Jun
2312,Common-Base Configuration of a Transistor,2016-06-03,1297522,11710,350,Jun
2313,Working of Transistors,2016-06-02,1258816,11436,308,Jun
2314,Introduction to Bipolar Junction Transistors (BJT),2016-06-01,912230,9318,218,Jun
2315,Clampers (Solved Problem),2016-05-31,278488,2618,104,May
2316,Biased Clamper Circuit,2016-05-31,268272,2132,75,May
2317,Positive & Negative Clamper Circuits,2016-05-31,353447,2523,82,May
2318,Introduction to Clampers,2016-05-30,622618,5830,160,May
2319,Transfer Characteristics of Clipper Circuit,2016-05-28,150906,1351,34,May
2320,Combination Clipper Circuits,2016-05-27,218981,2129,61,May
2321,Zener Diode Clipping Circuits,2016-05-27,208277,1506,48,May
2322,Unbiased Parallel Clippers,2016-05-26,277720,1937,57,May
2323,Biased Parallel Clippers,2016-05-26,355995,2695,156,May
2324,Biased Series Clippers,2016-05-25,513096,4330,201,May
2325,Unbiased Series Clippers,2016-05-25,426440,3757,116,May
2326,Introduction to Clippers,2016-05-24,733452,7051,95,May
2327,Full Wave Rectifier (Efficiency & PIV),2016-05-23,277689,2423,60,May
2328,Full Wave Rectifier (Form Factor & Ripple Factor),2016-05-22,198737,1577,25,May
2329,Full Wave Rectifier (RMS Load Current & RMS Load Voltage),2016-05-21,187414,1528,18,May
2330,Full Wave Rectifier (DC Load Current & DC Load Voltage),2016-05-20,230683,1976,65,May
2331,Full Wave Center-Tapped Rectifier,2016-05-20,391896,4205,118,May
2332,Full Wave Bridge Rectifier,2016-05-19,474566,4923,112,May
2333,Half Wave Rectifier (Efficiency & PIV),2016-05-18,292480,2537,79,May
2334,GATE Solved Problems (2002) | Combinational Circuits | Digital Electronics,2016-05-17,12631,93,10,May
2335,Half Wave Rectifier (Ripple Factor),2016-05-17,345358,2907,154,May
2336,Half Wave Rectifier (Form Factor),2016-05-17,237811,1894,41,May
2337,Half Wave Rectifier (RMS Load Current & RMS Load Voltage),2016-05-17,360731,2826,57,May
2338,Half Wave Rectifier,2016-05-16,648827,5692,137,May
2339,Introduction to Diode Rectifier Circuits,2016-05-16,360100,3833,38,May
2340,Voltage Multiplier Circuits (Voltage Tripler & Quadrupler),2016-05-15,148326,1847,111,May
2341,Voltage Multiplier Circuits (Full Wave Voltage Doubler),2016-05-14,114470,998,45,May
2342,GATE Solved Problems (2001) | Combinational Circuits | Digital Electronics,2016-05-14,11169,93,3,May
2343,GATE Solved Problems (2000) | Combinational Circuits | Digital Electronics,2016-05-14,9748,52,2,May
2344,Voltage Multiplier Circuits (Half Wave Voltage Doubler),2016-05-13,159511,1381,72,May
2345,GATE Solved Problems (1997-1999) | Combinational Circuits | Digital Electronics,2016-05-13,8744,59,4,May
2346,2-Bit Multiplier Using Half Adders,2016-05-13,510730,4567,121,May
2347,GATE Solved Problems (1992-1993) | Combinational Circuits | Digital Electronics,2016-05-11,17079,131,9,May
2348,GATE Solved Problems (1994) | Combinational Circuits | Digital Electronics,2016-05-11,11252,80,13,May
2349,GATE Solved Problems (2016) | Karnaugh Map | Digital Electronics,2016-05-11,9611,65,0,May
2350,GATE Solved Problems (2014) | Karnaugh Map | Digital Electronics,2016-05-11,9441,68,5,May
2351,GATE Solved Problems (2006-2012) | Karnaugh Map | Digital Electronics,2016-05-10,7528,50,2,May
2352,GATE Solved Problems (2001) | Karnaugh Map | Digital Electronics,2016-05-10,6711,47,3,May
2353,GATE Solved Problems (2000) | Karnaugh Map | Digital Electronics,2016-05-09,7197,59,2,May
2354,GATE Solved Problems (1999) | Karnaugh Map | Digital Electronics,2016-05-08,10806,82,1,May
2355,Parallel and Series-Parallel Configuration of Diodes (Examples),2016-05-07,268684,2446,132,May
2356,Parallel Diode Configurations,2016-05-07,238468,1882,80,May
2357,Series Diode Configuration (Examples),2016-05-07,310948,3090,126,May
2358,Series Diode Configurations,2016-05-06,257856,2150,231,May
2359,Zener Diode Numerical Problems (Part 2),2016-05-06,142585,1266,87,May
2360,Zener Diode Numerical Problems (Part 1),2016-05-05,275010,2405,28,May
2361,Zener Diode as Voltage Regulator (Part 4),2016-05-05,185312,1457,32,May
2362,Zener Diode as Voltage Regulator (Part 3),2016-05-05,207956,1593,19,May
2363,Zener Diode as Voltage Regulator (Part 2),2016-05-04,311567,2751,82,May
2364,Zener Diode as Voltage Regulator (Part 1),2016-05-04,636481,5639,257,May
2365,GATE Solved Problems (1991-1998) | Karnaugh Map | Digital Electronics,2016-05-03,15223,123,21,May
2366,Effects of Temperature on Zener Voltage,2016-05-02,174878,1436,25,May
2367,Introduction to Zener Diodes,2016-05-02,695364,7498,151,May
2368,Average AC Resistance of a Diode,2016-05-02,138786,1194,31,May
2369,GATE Solved Problems (2014-2015) | Boolean Algebra | Digital Electronics,2016-04-28,15574,123,33,Apr
2370,GATE Solved Problems (2009-2013) | Boolean Algebra | Digital Electronics,2016-04-27,8855,56,7,Apr
2371,GATE Solved Problems (2005-2007) | Boolean Algebra | Digital Electronics,2016-04-26,8433,47,0,Apr
2372,GATE Solved Problems (2004) | Boolean Algebra | Digital Electronics,2016-04-26,8991,50,6,Apr
2373,GATE Solved Problems (1999-2003) | Boolean Algebra | Digital Electronics,2016-04-26,12646,118,12,Apr
2374,GATE Solved Problems (1997-1998) | Boolean Algebra | Digital Electronics,2016-04-24,9297,52,5,Apr
2375,GATE Solved Problems (1992-1993) | Boolean Algebra | Digital Electronics,2016-04-23,12296,80,13,Apr
2376,GATE Solved Problems (2015-2016) | Logic Gates | Digital Electronics,2016-04-21,39909,264,24,Apr
2377,GATE Solved Problems (2015) | Logic Gates | Digital Electronics,2016-04-20,44292,598,27,Apr
2378,GATE Solved Problems (2014) | Logic Gates | Digital Electronics,2016-04-19,64865,352,14,Apr
2379,GATE Solved Problems (2011) | Logic Gates | Digital Electronics,2016-04-19,15822,88,14,Apr
2380,GATE Solved Problems (2010) | Logic Gates | Digital Electronics,2016-04-18,16016,95,22,Apr
